name,ingredients,ingredients_measurements,recipe,garnish,glass
the ballad of the dandelion,"*special ingredient #1, egg white, gin, orange juice, salt","[['6 cl', 'Caorunn Gin'], ['1.25 cl', '*Special ingredient #1 (see above)'], ['1.25 cl', 'Orange juice (freshly squeezed)'], ['2.5 cl', 'Egg white'], ['1 pinch', 'Salt']]","SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.

Special ingredient #1: Homemade dandelion root syrup (2:1)",Orange zest twist & atomiser spray of dandelion root infused Caorunn,Copa glass
"to spey, for everything","*special ingredient #1, bittersweet orange-red aperitivo, egg white, gin, pedro ximenez sherry","[['1 cl', 'Pedro Ximénez sherry'], ['4.5 cl', 'Caorunn Gin'], ['1.5 cl', 'Bittersweet orange-red aperitivo'], ['3 cl', '*Special ingredient #1 (see above)'], ['1 fresh', 'Egg white']]","Rinse chilled glass with sherry and set aside. SHAKE other ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into rinsed glass.

Special ingredient #1: Fresh pressed rowan berry and apple juice.",Edible flower,Flute glass
swilcan 700,"'simple' sugar syrup, gin, italian red bitter liqueur, lemon juice, st-germain elderflower liqueur","[['6 cl', 'Caorunn Gin'], ['2.25 cl', ""'Simple' sugar syrup (1 sugar to 1 water)""], ['0.75 cl', 'St-Germain elderflower liqueur'], ['1.5 cl', 'Italian red bitter liqueur'], ['2.25 cl', 'Lemon juice (freshly squeezed)']]",SHAKE all ingredients with ice and strain into ice-filled glass.,Lemon slice,Old-fashioned glass
flying rowan,"*special ingredient #1, apple juice, gin, lemon juice, wine","[['4.5 cl', 'Caorunn Gin'], ['1 cl', 'Sauternes dessert wine'], ['1.5 cl', '*Special ingredient #1 (see above)'], ['1 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Apple juice']]","SHAKE all ingredients with ice and fine strain into chilled glass.

Special ingredient #1: Gastrique - bring 300g of heather honey to the boil then simmer for 10 minutes, take off the heat and add 60ml of apple cider vinegar.",Apple leather roll &/or lemon zest twist,Nick & Nora glass
iceberg blossom,"aloe vera juice drink, apple, elderflower cordial, gin, mint sprigs","[['2 wedge', 'Apple (fresh)'], ['5 cl', 'Caorunn Gin'], ['5 cl', 'Aloe vera juice drink'], ['1 sprig', 'Mint (fresh) sprigs'], ['1.5 cl', 'Elderflower cordial']]","MUDDLE apple in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","Mint, thyme, edible flower, lemon zest & apple",Coupe glass
loch fizz,"apple juice, gin, lime juice, pale ale, whisky","[['5 cl', 'Caorunn Gin'], ['4 cl', 'Islay single malt (peated) Scotch whisky'], ['3 cl', 'Lime juice (freshly squeezed)'], ['4 cl', 'Apple juice'], ['Top up with', 'Pale ale']]",SHAKE all ingredients with ice and fine strain into chilled glass,Orange peel,Highball (max 10oz/300ml)
la reine des pommes,"avallen calvados, benedictine d.o.m., gin, honey syrup, orange bitters","[['5 cl', 'Caorunn Gin'], ['2.5 cl', 'Avallen Calvados'], ['0.5 cl', 'Honey syrup (3 honey to 1 water)'], ['0.5 cl', 'Bénédictine D.O.M.'], ['2 dash', 'Orange Bitters by Angostura']]",STIR all ingredients with ice and strain into chilled glass.,Lemon zest twist (discarded),Coupe glass
ghaidhealtachd,"apple juice, gin, honey, lemon juice, mint leaves","[['5 cl', 'Caorunn Gin'], ['10 cl', 'Apple juice'], ['5 fresh', 'Mint leaves'], ['3 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Honey']]",SHAKE all ingredients with ice and strain into ice-filled glass (preferably over a chunk of block ice).,"Mint leaves, dehydrated apple & elderflowers (when in season)",Old-fashioned glass
apple & caorunn,"apple juice, blackcurrant / cassis sugar syrup, gin, orange juice, triple sec","[['4.5 cl', 'Caorunn Gin (cinnamon infused)'], ['6 cl', 'Apple juice'], ['6 cl', 'Orange juice (freshly squeezed)'], ['2 cl', 'De Kuyper Triple Sec (40%)'], ['1 cl', 'Blackcurrant / cassis sugar syrup']]",Blend all ingredients with ice.,Orange zest twist & dehydrated apple slice,Old-fashioned glass
auld alliance,"*special ingredient #1, avallen calvados, gin, lemon bitters, lemon juice","[['4.5 cl', ""Dewar's 12 Year Old Scotch whisky""], ['2.25 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'De Kuyper Triple Sec (40%)'], ['0.75 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['5 cl', 'Lemonade']]",SHAKE first 4 ingredients with ice and strain into ice-filled glass. TOP with lemonade.,Lemon slice,Collins glass
auld alliance,"*special ingredient #1, avallen calvados, gin, lemon bitters, lemon juice","[['5 cl', 'Caorunn Gin'], ['1 cl', '*Special ingredient #1 (see above)'], ['0.75 cl', 'Avallen Calvados'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['2 dash', 'Lemon bitters']]","STIR Caorunn and apple jam in base of shaker to help dissolve jam (or dry shake all ingredients prior to adding ice). Add other ingredients, SHAKE with ice and fine strain chilled glass.

Special ingredient #1: Homemade Coul Blush apple jam",Sliced apple fan,Coupe glass
speyside blossom,"*special ingredient #1, basil leaves, gin, red apple, soda water","[['1⁄4 fresh', 'Red apple'], ['4 fresh', 'Basil leaves'], ['6 cl', 'Caorunn Gin'], ['6 cl', '*Special ingredient #1 (see above)'], ['4 cl', 'Thomas Henry Soda Water']]","MUDDLE apple and then basil in base of shaker. Add Caorunn gin and cordial, SHAKE with ice and strain into glass filled with cracked ice. TOP with soda.

Special ingredient #1: Homemade Kaffir lime cordial made with water, sugar, lime juice and kaffir lime leaves, or substitute with equal parts lime cordial and water.",Sliced apple fan & basil sprig,Highball (max 10oz/300ml)
forbidden fruit,"angostura aromatic bitters, avallen calvados, dry gin, ginger beer, lemon juice, orange curacao liqueur, peychaud's or other creole-style bitters, sugar syrup, sweet vermouth","[['4 cl', 'Avallen Calvados'], ['1 cl', 'Rutte Dry Gin'], ['1 cl', 'Orange Curaçao liqueur'], ['1 cl', 'Martini Rosso sweet vermouth'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['0.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['2 dash', 'Angostura Aromatic Bitters'], ['2 dash', ""Peychaud's or other Creole-style bitters""], ['4.5 cl', 'Thomas Henry Ginger Beer']]",SHAKE first 7 ingredients with ice and strain into ice-filled glass. TOP with ginger beer and briefly stir.,Lemon slice wheel,Collins glass
forbidden fruit,"angostura aromatic bitters, avallen calvados, dry gin, ginger beer, lemon juice, orange curacao liqueur, peychaud's or other creole-style bitters, sugar syrup, sweet vermouth","[['4 cl', ""Calvados Boulard VSOP Pays d'Auge""], ['1 cl', 'Luxardo Maraschino liqueur'], ['2 cl', 'Lemon juice (freshly squeezed)'], ['1 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['Float', 'Yellow Chartreuse foam']]",Shake ingredients and double strain. Top with yellow chartreuse foam.,Dried apple wheel.,Nick & Nora glass
melrose gin,"*special ingredient #1, avallen calvados, gin, lemon juice, pasteurised egg white","[['5 cl', 'Caorunn Gin'], ['1.5 cl', 'Avallen Calvados'], ['2 cl', 'Lemon juice (freshly squeezed)'], ['3.75 cl', '*Special ingredient #1 (see above)'], ['1.5 cl', 'Pasteurised egg white']]","SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.

Special ingredient #1: Rose and pomegranate syrup",No,Wine glass
santo,"*special ingredient #1, gin, lime juice, spiced apple bitters, st-germain elderflower liqueur","[['4.5 cl', 'Caorunn Gin'], ['1.5 cl', 'St-Germain elderflower liqueur'], ['4 cl', '*Special ingredient #1 (see above)'], ['2 cl', 'Lime juice (freshly squeezed)'], ['4 drop', 'Spiced apple bitters']]","SHAKE all ingredients with ice and fine strain into chilled glass.

Special ingredient #1: Apple (preferably Cool Blush) and cucumber shrub",Red apple slice,Coupe glass
corpse reviver no. bru,"americano bianco, gin, honey syrup, irn-bru, lemon juice","[['4.5 cl', 'Caorunn Gin'], ['2 cl', 'Irn-Bru'], ['1.5 cl', 'Americano Bianco'], ['1 cl', 'Lemon juice (freshly squeezed)'], ['1 cl', 'Honey syrup (3 honey to 1 water)']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Lemon zest twist & absinthe mist,Nick & Nora glass
vitamin b,"apple juice, fernet liqueur, gin, honey syrup, lemon juice","[['6 cl', 'Caorunn Gin'], ['3 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Honey syrup (3 honey to 1 water)'], ['1.5 cl', 'Apple juice'], ['0.5 cl', 'Fernet liqueur']]",SHAKE all ingredients with ice and fine strain into ice-filled glass.,Orange zest twist,Old-fashioned glass
scottish sunrise,"gin, heather honey, lemon juice, soda water, spinach leaves","[['7 fresh', 'Spinach leaves'], ['4.5 cl', 'Caorunn Gin'], ['1.5 cl', 'Heather honey'], ['3 cl', 'Lemon juice (freshly squeezed)'], ['6 cl', 'Thomas Henry Soda Water']]","MUDDLE spinach in base of shaker. Add next 3 ingredients, SHAKE with ice and fine strain into ice-filled glass. TOP with soda.",Float dashes of Angostura Bitters & garnish with spinach leaves,Collins glass
keep the doctor away,"dry cider, gin, heather honey, lemon juice, rose petal liqueur","[['6 cl', 'Caorunn Gin'], ['1.5 cl', 'Rose petal liqueur'], ['2.25 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Heather honey'], ['6 cl', 'Dry cider']]",SHAKE first 5 ingredients with ice and strain into ice-filled glass. TOP with cider. (The original recipe calls for Quaglia Rosa rose liqueur.),"Dehydrated apple, heather flower & dried rose petals",Collins glass
greenwich sour,"angostura aromatic bitters, lemon juice, pasteurised egg white, shiraz red wine, straight rye whiskey, sugar syrup","[['4.5 cl', 'Straight rye whiskey (100 proof / 50% alc./vol.)'], ['2.25 cl', 'Lemon juice (freshly squeezed)'], ['1 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['1 dash', 'Angostura Aromatic Bitters'], ['1.5 cl', 'Pasteurised egg white'], ['2.25 cl', 'Shiraz red wine']]",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and strain into ice-filled glass. DRIZZLE red wine around surface of the drink.,Orange slice (wheel) & Luxardo maraschino cherry,Old-fashioned glass
banana calling,"banana liqueur, dry gin, fino sherry, lemon juice, sugar syrup","[['5 cl', 'Rutte Dry Gin'], ['1.25 cl', 'Giffard Banane du Brésil liqueur'], ['1 cl', 'Fino sherry'], ['2.5 cl', 'Lemon juice (freshly squeezed)'], ['1 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]",SHAKE all ingredients with ice and fine strain into chilled glass.,None (but perhaps serve with banana chips),Nick & Nora glass
jerezana cocktail,"amontillado sherry, manzanilla sherry, martini extra dry vermouth, orange bitters, sweet vermouth, vanilla sugar syrup","[['2.5 cl', 'Manzanilla sherry'], ['2.5 cl', 'Amontillado sherry'], ['1.25 cl', 'Martini Rosso sweet vermouth'], ['1.25 cl', 'Martini Extra Dry vermouth'], ['1 cl', 'Vanilla sugar syrup'], ['6 dash', 'Orange Bitters by Angostura']]",STIR all ingredients with ice and strain into chilled glass.,Orange zest twist,Coupe glass
the jp sazerac,"absinthe, angostura aromatic bitters, chilled water, cognac, difford's saline solution, peychaud's or other creole-style bitters, straight rye whiskey, sugar syrup","[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'Straight rye whiskey (100 proof / 50% alc./vol.)'], ['0.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['4 dash', ""Peychaud's or other Creole-style bitters""], ['3 dash', 'La Fée Parisienne absinthe'], ['2 dash', 'Angostura Aromatic Bitters'], ['2 dash', ""Difford's Saline Solution (or ½ pinch salt)""], ['2 cl', 'Chilled water (omit if using wet ice)']]",STIR all ingredients with ice and strain into frozen glass (no ice in glass).,Lemon zest twist (discarded),Old-fashioned glass
last flight,"bittersweet orange-red aperitivo, bourbon whiskey, green chartreuse liqueur, lemon juice","[['1.5 cl', 'Bourbon whiskey'], ['1.5 cl', 'Green Chartreuse liqueur'], ['1.5 cl', 'Bittersweet orange-red aperitivo'], ['1.5 cl', 'Lemon juice (freshly squeezed)']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Micro paper plane,Nick & Nora glass
death star,"barsol mosto verde italia pisco, bob's grapefruit bitters, cynar or other carciofo amaro, liquore strega","[['3 cl', 'BarSol Mosto Verde Italia Pisco'], ['3 cl', 'Liquore Strega'], ['3 cl', 'Cynar or other carciofo amaro'], ['1 dash', ""Bob's Grapefruit Bitters""]]",STIR all ingredients with ice and strain into ice-filled glass.,Float Star anise,Old-fashioned glass
purpurina cocktail,"barsol mosto verde italia pisco, lime juice, pasteurised egg white, watermelon sugar syrup","[['6 cl', 'BarSol Mosto Verde Italia Pisco (Jalapeño chilli infused)'], ['3 cl', 'Watermelon sugar syrup'], ['2.25 cl', 'Lime juice (freshly squeezed)'], ['1.5 cl', 'Pasteurised egg white']]",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,Dehydrated jalapeño slice,Nick & Nora glass
four poster red,"dolin chamberyzette, italian red bitter liqueur, sweet vermouth, tawny port","[['3 cl', 'Martini Rosso sweet vermouth'], ['3 cl', 'Dolin Chamberyzette'], ['3 cl', 'Tawny port'], ['3 cl', 'Italian red bitter liqueur']]",STIR all ingredients with ice and strain into ice-filled glass (preferably over a chunk of block ice).,Luxardo Maraschino cherry or strawberry,Old-fashioned glass
bonaparte's manhattan,"averna amaro, mandarine napoleon liqueur, straight rye whiskey, sweet vermouth","[['4.5 cl', 'Straight rye whiskey (100 proof / 50% alc./vol.)'], ['1.5 cl', 'Martini Rosso sweet vermouth'], ['1 cl', 'Mandarine Napoleon liqueur'], ['0.5 cl', 'Averna Amaro']]",STIR all ingredients with ice and strain into chilled glass.,Luxardo Maraschino cherry,Coupe glass
midnight stinger,"bourbon whiskey, fernet liqueur, lemon juice, sugar syrup","[['3 cl', 'Bourbon whiskey'], ['3 cl', 'Fernet liqueur'], ['2.25 cl', 'Lemon juice (freshly squeezed)'], ['1.25 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]",SHAKE all ingredients with ice and strain into glass filled with crushed ice.,Mint sprigs,Old-fashioned glass
italian dandy,"angostura aromatic bitters, liquore strega, orange curacao liqueur, sweet vermouth","[['4.5 cl', 'Liquore Strega'], ['4.5 cl', 'Martini Rosso sweet vermouth'], ['3 cl', 'Orange Curaçao liqueur'], ['2 dash', 'Angostura Aromatic Bitters']]",STIR all ingredients with ice and strain into chilled glass.,Orange zest twist,Coupe glass
ernst happel,"apricot brandy liqueur, dry gin, kirschwasser eau-de-vie, lemon juice, liquore strega, orange bitters","[['3 cl', 'Rutte Dry Gin'], ['3 cl', 'Liquore Strega'], ['1.5 cl', 'De Kuyper Apricot Brandy liqueur'], ['1.5 cl', 'Kirschwasser (cherry) eau-de-vie'], ['3 cl', 'Lemon juice (freshly squeezed)'], ['2 dash', 'Orange Bitters by Angostura']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Apricot wedge,Coupe glass
armenita cocktail,"apricot brandy liqueur, difford's margarita bitters, difford's saline solution, lime juice, liquore strega, orgeat syrup, patron anejo tequila","[['4.5 cl', 'Patrón Añejo tequila'], ['1.5 cl', 'Liquore Strega'], ['1.5 cl', 'De Kuyper Apricot Brandy liqueur'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['0.25 cl', 'Giffard Orgeat Syrup'], ['4 drop', ""Difford's Margarita Bitters""], ['2 drop', ""Difford's Saline Solution (or ½ pinch salt)""]]",SHAKE all ingredients with ice and strain into an ice-filled glass.,Apricot wedge,Old-fashioned glass
the frank o'hara,"dry gin, liquore strega","[['6 cl', 'Rutte Dry Gin'], ['1 cl', 'Liquore Strega']]",STIR with ice and strain into chilled glass.,Lemon zest twist,Nick & Nora glass
sea witch cocktail,"blue curacao, liquore strega, prosecco sparkling wine","[['6 cl', 'Liquore Strega'], ['3 cl', 'De Kuyper Blue Curaçao'], ['9 cl', 'Prosecco sparkling wine']]",SHAKE first 2 ingredients with ice and fine strain into chilled glass. TOP with prosecco.,Lemon zest twist,Coupe glass
enchanted field cocktail,"liquore strega, orange juice, straight rye whiskey, sugar syrup","[['4.5 cl', 'Straight rye whiskey (100 proof / 50% alc./vol.)'], ['3 cl', 'Liquore Strega'], ['3 cl', 'Orange juice (freshly squeezed)'], ['0.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Orange zest twist,Coupe glass
golden tang cocktail,"banana liqueur, liquore strega, orange juice, vodka","[['3 cl', 'Ketel One Vodka'], ['3 cl', 'Liquore Strega'], ['1.5 cl', 'Giffard Banane du Brésil liqueur'], ['2.25 cl', 'Orange juice (freshly squeezed)']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Lucardo Maraschino cherry,Coupe glass
lo stregone,"angostura aromatic bitters, crodino, liquore strega","[['3 cl', 'Liquore Strega'], ['3 cl', 'Crodino'], ['4 drop', 'Angostura Aromatic Bitters']]",POUR ingredients into ice-filled glass and briefly stir.,Grapefruit zest twist & mint sprig,Old-fashioned glass
angela luce,"angostura aromatic bitters, grenadine syrup, liquore strega, pallini limoncello liqueur, pineapple juice","[['4.5 cl', 'Liquore Strega'], ['4.5 cl', 'Pineapple juice (fresh pressed)'], ['1 cl', 'Pallini Limoncello liqueur'], ['1 cl', 'Giffard Grenadine syrup'], ['1 dash', 'Angostura Aromatic Bitters']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Lemon zest twist,Nick & Nora glass
